Date,Note from the news,Weight
25/04/2020,"ARCURI: VIRUS INDEBOLITO, NON SCONFITTO Il monito del commissario straordinario Arcuri: non siamo ancora al 25 aprile nella guerra contro il virus, indebolito ma non sconfitto. Il 4 maggio via ai test sierologici a livello nazionale su 150mila",10
28/04/2020,"GUALTIERI ILLUSTRA LE AZIONI PER L’ECONOMIA Il grande impatto del Coronavirus sull'economia. ""Specifici incentivi per il sostegno degli investimenti"". Il ministro Gualtieri illustra in Parlamento i provvedimenti del Governo per l'emergenza",0
02/05/2020,"SCUOLA, SPERIMENTAZIONE A SETTEMBRE Ripartire con la didattica mista: metà alunni a distanza, metà in classe. La ministra dell’Istruzione Azzolina avanza le linee guida per la ripartenza della scuola a settembre.",10
02/05/2020,"LE LINEE PER LA RIAPERTURA Il Governo chiarisce i criteri di modalità delle aperture della fase due, vertice con ministri e capi delegazione per definire le linee economiche. Per il premier scambio di vedute con Bill Gates in",10
03/05/2020,"RIPARTENZA GRADUALE Curva dei contagi in calo costante, l’Italia si appresta a ripartire gradualmente: quattro milioni e mezzo di italiani torneranno a lavorare. Circolare del Viminale ai prefetti sulle regole da rispettare.",10
04/05/2020,"AL VIA LA FASE DUE Cooperazione internazionale unica opzione. Il premier Conte rilancia sul vaccino anti Covid-19, che dovrà essere disponibile per tutti. Conte annuncia novità sulla task force: pronti ad integrarle.",-10
06/05/2020,"I NUMERI DELL’EPIDEMIA Oltre ottomila guariti in un giorno, settemila malati in meno, ma torna a salire il numero dei decessi. Gli esperti scientifici avvertono: attendere due settimane per valutare risultati della fine del",-10
08/05/2020,"RESTA ALTO IL NUMERO DELLE VITTIME Il trend dei contagi resta in calo, ma il numero dei decessi continua ad essere troppo elevato. L’avvertimento dell’Istituto superiore di Sanità: non violare le regole, il virus non è cambiato.",-10
08/05/2020,"EUROGRUPPO, INTESA SUL MES Vertice Eurogruppo dei ministri economici, intesa raggiunta sul Mes per finanziare la spesa sanitaria anti Covid-19. Prestiti con durata fino a dieci anni ma il fondo salvastati potrà chiedere in seguito",-10
10/05/2020,"VERSO IL DECRETO RILANCIO In attesa del Consiglio dei ministri, il Governo lavora al decreto rilancio. Il presidente del Consiglio Conte assicura che non sarà un'estate in quarantena. Il dibattito si riaccende sulla scarcerazione",10
11/05/2020,CONFRONTO SULLE RIAPERTURE Incontro tra Governo e Regioni per decidere le modalità delle riaperture. Si conferma il pressing delle Regioni di centrodestra. Il ministro Boccia annuncia dal 18 maggio aperture differenziate ma,10
12/05/2020,"TASK FORCE RAFFORZATA Il premier Giuseppe Conte integra la task force con nuovi nomi, cinque esperte, per garantire la rappresentanza di genere. Integrazioni anche per la protezione civile con sei donne anti Covid-19.",0
14/05/2020,CONTE AL LAVORO SULLE LINEE GUIDA Il premier Conte al lavoro sulle linee guida delle riaperture dal 18 maggio. L’attenzione si sposta sul Parlamento dopo l’approvazione del decreto rilancio. Italia Viva non esclude voto di sfiducia a,10
16/05/2020,"IL DECRETO RIAPERTURE Il presidente Mattarella firma il decreto legge varato da Palazzo Chigi con le linee guida della ripartenza. Una fase due avanzata: dal 18 maggio senza autocertificazione, dal 3 giugno si",10
17/05/2020,CONTE FIRMA IL DPCM Il presidente del Consiglio Conte firma il Dpcm. In calo il numero di contagi e vittime. Le Regioni potranno decidere date e distanze sulle riaperture. Via libera alla riapertura di negozi e locali,10
18/05/2020,"IL SUMMIT OMS Alla riunione dell’Organizzazione mondiale della Sanità, oltre cento Paesi riuniti in videoconferenza chiedono un’indagine in Cina sull’origine del contagio Covid-19. Pechino frena e ribadisce: Cina",0
18/05/2020,"RECOVERY FUND, INTESA FRANCO - TEDESCA Intesa tra Francia e Germania che trovano l’accordo sul Recovery fund: fondo da 500 miliardi. L’obiettivo prefissato è quello di garantire ai Paesi più colpiti dal Coronavirus di risollevarsi dalla crisi,",0
24/05/2020,"LOMBARDIA SOTTO OSSERVAZIONE Dall’inizio dell’emergenza Coronavirus, per la prima volta non si registrano nuovi decessi in Lombardia. La curva epidemica mantiene il calo evidenziato da tempo. Partono intanto i test",10
25/05/2020,"LA GIORNATA DELL’AFRICA L’emergenza Covid-19 deve rafforzare i rapporti tra Italia e Africa, per superare la crisi economica globale attraverso una maggiore cooperazione. È il monito del presidente della Repubblica",0
27/05/2020,"IL PIANO EUROPEO La Commissione Ue presenta il Recovery fund, il piano per sostenere l'economia europea colpita dall'emergenza Coronavirus. All'Italia la parte più consistente del fondo per la ripresa, oltre 170",0
28/05/2020,"MATTARELLA RICORDA WALTER TOBAGI Il capo dello Stato Mattarella ricorda la figura di Walter Tobagi, il giornalista ucciso 40 anni fa, e l’attentato di piazza della Loggia a Brescia, città oggi duramente colpita dal Coronavirus.",0
29/05/2020,INCHIESTA A BERGAMO Il governatore della Lombardia Fontana ascoltato dai magistrati di Bergamo che stanno proseguendo le indagini per epidemia colposa. “Spettava al Governo istituire la zona rossa” la,0
29/05/2020,"ALLARME DOPO IL REPORT BANKITALIA Preoccupazione dopo la relazione di Bankitalia sugli effetti negativi del Covid-19. Fratelli d’Italia invoca un’inversione di rotta, Salvini resta scettico sul Recovery fund. Le priorità a cui destinare i",0
30/05/2020,"CONFRONTO SULLE RIAPERTURE Nuovo confronto sulle riaperture tra il ministro Boccia e i governatori delle Regioni. Prosegue il dibattito anche sull’election day a settembre. Decisioni non in linea potrebbero essere impugnate,",0
01/06/2020,"BONOMI, CRITICHE AL GOVERNO Replica di M5S e PD alle parole del presidente di Confindustria Bonomi che giudica il Governo pericoloso quanto il Coronavirus. Per il Pd si tratta di un giudizio inaccettabile. Per Renzi il post",0
01/06/2020,"MATTARELLA: SERVONO UNITA’ E RISPETTO Il presidente della Repubblica Mattarella al concerto per la Festa della Repubblica, dedicato alle vittime del Covid-19: ""Ripartiamo dai valori del 2 giugno. Siamo tutti parte di una stessa storia”.",10
02/06/2020,"FESTA DELLA REPUBBLICA, MATTARELLA A CODOGNO 2 giugno, festa della Repubblica. Il presidente Sergio Mattarella all'Altare della Patria e poi a Codogno, prima zona rossa. ""Ricordare nomi, storie, volti"" dice il capo dello Stato nella ricorrenza",0
03/06/2020,"RIAPRONO I CONFINI REGIONALI Dopo tre mesi di chiusura per l'emergenza Coronavirus, riaprono in Italia i confini regionali e le frontiere nazionali. Folla nelle stazioni, code sulle autostrade.",10
03/06/2020,IL RAPPORTO ISTAT Tra marzo e aprile oltre quattrocentomila i posti persi a causa dell’epidemia Covid 19. Aumenta il numero delle persone che non cercano più un lavoro. Lo rivela l’ultimo rapporto Istat.,0
03/06/2020,"LA CONFERENZA STAMPA DI CONTE Nel giorno della riapertura dei confini tra le regioni italiane, conferenza stampa del premier Conte. Dal 4 maggio – spiega il presidente del Consiglio – dati incoraggianti. Il premier invita a utilizzare la",10
04/06/2020,"VERTICE SULLA SCUOLA A Palazzo Chigi vertice sulla scuola per la riapertura degli istituti a settembre. Con il premier Conte presente la ministra Azzolina, sindacati e rappresentanti degli enti locali. Obiettivo del vertice",10
05/06/2020,"STATI GENERALI, LA SOLUZIONE PROPOSTA DA CONTE Governo al lavoro sul piano di rinascita dell'Italia dopo l'emergenza Coronavirus e sugli Stati generali dell'Economia. Scettiche le reazioni da parte dei partiti di opposizione e Cgil. Confronto",10
06/06/2020,"IL DECRETO RILANCIO Decreto rilancio, scatta il bonus affitti per aiutare le imprese che hanno sofferto durante l’emergenza Coronavirus. Oltre ottomila gli emendamenti in Commissione alla Camera.",10
11/06/2020,L’INCHIESTA DELLA PROCURA DI BERGAMO Inchiesta della procura di Bergamo sulla mancata chiusura della zona rossa della città. Sulla vicenda sarà ascoltato il premier Giuseppe Conte.,-10
12/06/2020,AUDIZIONI A PALAZZO CHIGI A Palazzo Chigi le audizioni del presidente del Consiglio Conte e dei ministri Lamorgese e Speranza per la mancata zona rossa a Nembro e Alzano Lombardo. Il premier ascoltato dal Pm come,-10
13/06/2020,PATTO EUROPEO ANTI COVID Il ministro della Salute Speranza firma l'accordo europeo per il vaccino anti Covid al quale da mesi si lavora all’Università di Oxford. La sperimentazione terminerà a settembre.,0
16/06/2020,LE CATEGORIE PRODUTTIVE AGLI STATI GENERALI Terza giornata degli Stati Generali dell’Economia a Roma: confronto con le categorie produttive che più hanno sofferto a causa dell’emergenza Covid. Conte annuncia il Recovery Italia: la serie di,0
18/06/2020,"DI MATTEO ASCOLTATO IN COMMISSIONE ANTIMAFIA L’ex pm Di Matteo, membro del Csm, ascoltato di fronte alla Commissione parlamentare antimafia polemizza sulle scarcerazioni dei boss durante il lockdown per il coronavirus. Il ministro Bonafede",0
21/06/2020,"COVID, OMS RIVEDE IL PROTOCOLLO L’OMS rivede le linee guida per fronteggiare il Covid 19. Non più sufficienti due tamponi negativi a distanza di 24 ore: oltre alla guarigione per uscire dall’isolamento: saranno necessari tre giorni di",-10
03/07/2020,"CONTAGI IN AUMENTO, IRA ZAIA In Veneto improvvisa risalita della curva dei contagi. Il Governatore Zaia annuncia un'ordinanza regionale più restrittiva e chiede al Governo di poter intervenire con ricoveri coatti. Il ministro",-10
06/07/2020,"IL VIRUS CIRCOLA ANCORA Covid 19, in lieve calo il trend del contagio in Italia. Preoccupazione per le decine di nuovi focolai territoriali. Il ministro Speranza non esclude trattamenti sanitari obbligatori se necessario.",-10
11/07/2020,"LA CURVA DELL’EPIDEMIA L’epidemia in Italia è sotto controllo ma non azzerata. Priorità resta il contenimento dei focolai in parte dipendenti dai focolai di importazione, continua lo screening nella comunità bengalese di",-10
11/07/2020,"COVID, CONFRONTO SULLA GESTIONE DI EMERGENZA Continua il confronto sullo stato di emergenza Covid. Il presidente Conte assicura che sulla eventuale proroga se ne discuterà in maniera unitaria. Forza Italia chiede a Conte di confrontarsi",0
14/07/2020,SPERANZA RIFERISCE IN PARLAMENTO Il ministro della Salute Speranza riferisce in Parlamento sulla lotta al Covid e sulle misure transitorie in vigore per la fase 3. Si proseguirà fino al 31 luglio; per ora nessuna decisione sulla proroga dello,0
17/07/2020,NEGOZIATO A BRUXELLES Trattativa complicata al Consiglio europeo sugli aiuti post emergenza Covid. Olanda e Danimarca alla guida del fronte contrario all’accordo. I nodi da sciogliere riguardano la somma complessiva,0
25/07/2020,"COVID, RECORD DI CONTAGI NEL MONDO Aumento record di casi nel mondo: oltre 280mila in 24 ore. Intanto in Campania via alle multe per mancato utilizzo della mascherina in luoghi chiusi in applicazione dell’ordinanza del governatore",-10
28/07/2020,IL PREMIER CONTE IN AULA Le parole del premier Conte in aula al Senato: la pandemia non è finita. La proroga dello stato di emergenza fino al 15 ottobre scelta obbligata ma nessun allarme. Per il centrodestra decisioni non,-10
30/07/2020,"EFFETTO COVID SULL’ECONOMIA In Italia disoccupazione in rialzo. Nel mercato del lavoro seicentomila gli occupati in meno tra febbraio e giugno. Il Governo prepara il decreto per sostenere la ripresa, estendendo la cassa",0
31/07/2020,"PRONTA LA NAVE QUARANTENA Resta alto il livello di attenzione sugli sbarchi. Il ministro dell’Interno Lamorgese, impegnata sul fronte rimpatri in Tunisia, annuncia che a breve arriverà in Sicilia la nave quarantena da 700 posti per i",0
31/07/2020,"VACCINO, ANNUNCIO DELLA COMMISSIONE EUROPEA La Commissione europea annuncia di aver opzionato trecento milioni di dosi di vaccino contro il Covid 19: accordo preliminare raggiunto con il colosso francese farmaceutico Sanofi. L’intesa",0
01/08/2020,"RISCHIO RIPRESA CONTAGI ACCENDE IL CONFRONTO Il dibattito politico si accende attorno ad una possibile ripresa dei contagi e tra il segretario Pd Zingaretti e Salvini è polemica: avanti con il rispetto delle regole e precauzioni anti contagio, dice il",-10
02/08/2020,"L’ORDINANZA DEL MINISTRO DELLA SALUTE Dopo l’ordinanza del ministro della Salute per garantire distanziamento e uso di mascherine, le compagnie ferroviarie devono adeguarsi alle norme anti contagio. Numerose le cancellazioni e i",-10
05/08/2020,"COVID, FOCOLAIO NEL MANTOVANO Nuovo focolaio da Covid 19 in una cooperativa agricola del mantovano. 97 i casi positivi, screening a tappeto effettuato su tutti i lavoratori impiegati nello stabilimento. Avviata l'indagine",-10
07/08/2020,"COVID, NUMERI IN AUMENTO 552 nuovi contagi: da maggio torna a salire il numero dei positivi. Preoccupano i numerosi focolai registrati nel territorio nazionale che, anche se sotto controllo, restano una soglia di allarme.",-10
08/08/2020,"CONTE FIRMA IL NUOVO DPCM Il presidente del Consiglio Conte firma il nuovo Dpcm che proroga le misure ""precauzionali minime"" fino al 7 settembre. Resta l'obbligo di mascherina in luoghi al chiuso e il mantenimento della distanza",0
09/08/2020,CONTE: VACCINO NON OBBLIGATORIO Per il presidente del Consiglio Conte il vaccino contro il Coronavirus non dovrà essere obbligatorio. L’annuncio del capo del Governo nel corso di un evento nel brindisino.,0
09/08/2020,"VIRUS, ALLARME TRA I GIOVANI Covid 19, è allarme tra i giovani: i casi tra gli under 19 in aumento esponenziale anche se i sintomi si dimostrano più lievi. L’età media dei positivi scende a 39 anni. Segnalazioni di",-10
09/08/2020,"SPERANZA: CHIUDERE HA SALVATO IL PAESE Il ministro della Salute Speranza replica alle critiche: chiudere tutto ha salvato il Paese. La strategia del lockdown totale, spiega il ministro, ha consentito di fermare il virus prima che",-10
10/08/2020,CONTE DIFENDE LE SCELTE DEL GOVERNO Tutti i verbali del Comitato tecnico scientifico saranno divulgati: il premier Conte difende le scelte anti covid decise dal Governo nel corso dell’emergenza e rivendica le scelte dettate,0
11/08/2020,"VACCINO COVID, L'ANNUNCIO DI PUTIN Vladimir Putin annuncia che il ministero della Sanità russo, primo al mondo, ha registrato il primo vaccino contro il coronavirus. Unanime monito alla cautela da parte della comunità",0
11/08/2020,"VIA LIBERA DEL GARANTE DELLA PRIVACY Proseguono le polemiche sui parlamentari che hanno fatto richiesta per il bonus Covid. Mentre non trapelano notizie ufficiali sui nomi, arriva il via libera del Garante per la Privacy:",0
12/08/2020,"LA LEGA SOSPENDE DUE DEPUTATI Bonus Covid, la Lega sospende dal partito i due deputati coinvolti nella richiesta dell’agevolazione rivolta alle partite Iva in difficoltà. Dalla Lega Matteo Salvini precisa: in",0
12/08/2020,"CONTAGI DI RITORNO, TAMPONE RAPIDO Dopo una riunione con i governatori l’esecutivo prepara una nuova ordinanza con obbligo di tampone rapido per chi rientra da Spagna, Grecia, Malta, Croazia. Il ministro Boccia:",0
